Date,Open
2013-01-01,
2013-01-02,1820.0
2013-01-03,1830.0
2013-01-04,1840.0
2013-01-05,1830.0107580510949
2013-01-06,1820.0450694101983
2013-01-07,1810.0
2013-01-08,1840.0
2013-01-09,1840.0
2013-01-10,1810.0
2013-01-11,1780.0
2013-01-12,1783.3809982606556
2013-01-13,1786.7333779598678
2013-01-14,1790.0
2013-01-15,1830.0
2013-01-16,1810.0
2013-01-17,1840.0
2013-01-18,1820.0
2013-01-19,1846.6873375675195
2013-01-20,1873.250824830521
2013-01-21,1900.0
2013-01-22,1840.0
2013-01-23,1860.0
2013-01-24,1859.95323458982
2013-01-25,1860.0
2013-01-26,1860.0097230083193
2013-01-27,1860.0166826998702
2013-01-28,1860.0
2013-01-29,1880.0
2013-01-30,1900.0
2013-01-31,1900.0
2013-02-01,1930.0
2013-02-02,1949.2046886314627
2013-02-03,1967.2902740470308
2013-02-04,1990.0
2013-02-05,2000.0
2013-02-06,2000.0
2013-02-07,1980.0
2013-02-08,2020.0
2013-02-09,2019.9511160173802
2013-02-10,2020.0047705221173
2013-02-11,2020.0
2013-02-12,2030.0
2013-02-13,2000.0
2013-02-14,2000.0
2013-02-15,2000.0
2013-02-16,2004.9797733885166
2013-02-17,2008.1577618943609
2013-02-18,2010.0
2013-02-19,2040.0
2013-02-20,2060.0
2013-02-21,2040.0
2013-02-22,2070.0
2013-02-23,2087.3857816003174
2013-02-24,2109.3321858243735
2013-02-25,2130.0
2013-02-26,2200.0
2013-02-27,2160.0
2013-02-28,2150.0
2013-03-01,2180.0
2013-03-02,2169.967520998117
2013-03-03,2160.0231932814763
2013-03-04,2150.0
2013-03-05,2160.0
2013-03-06,2120.0
2013-03-07,2140.0
2013-03-08,2160.0
2013-03-09,2159.982567165763
2013-03-10,2159.9847781698195
2013-03-11,2160.0
2013-03-12,2145.840003353941
2013-03-13,2130.0
2013-03-14,2140.0
2013-03-15,2140.0
2013-03-16,2137.2083690465624
2013-03-17,2132.772278777321
2013-03-18,2130.0
2013-03-19,2140.0
2013-03-20,2160.0
2013-03-21,2180.0
2013-03-22,2140.0
2013-03-23,2126.7666257328947
2013-03-24,2113.4720692102474
2013-03-25,2100.0
2013-03-26,2170.0
2013-03-27,2140.0
2013-03-28,2220.0
2013-03-29,2214.8760913863107
2013-03-30,2209.9519358733987
2013-03-31,2205.0277803604868
2013-04-01,2200.0
2013-04-02,2240.0
2013-04-03,2240.0
2013-04-04,2240.0
2013-04-05,2190.0
2013-04-06,2193.3826622888237
2013-04-07,2196.6452401992037
2013-04-08,2200.0
2013-04-09,2160.0
2013-04-10,2140.0
2013-04-11,2130.0
2013-04-12,2170.0
2013-04-13,2166.576693568628
2013-04-14,2163.2485870859364
2013-04-15,2160.0
2013-04-16,2130.0
2013-04-17,2170.0
2013-04-18,2180.0
2013-04-19,2210.0
2013-04-20,2206.6132246058014
2013-04-21,2203.2723050913773
2013-04-22,2200.0
2013-04-23,2160.0
2013-04-24,2160.0
2013-04-25,2190.0
2013-04-26,2220.0
2013-04-27,2206.6664887514203
2013-04-28,2193.380303143523
2013-04-29,2180.0
2013-04-30,2190.0
2013-05-01,2140.0
2013-05-02,2140.0
2013-05-03,2150.0
2013-05-04,2152.2136524057996
2013-05-05,2156.145767078189
2013-05-06,2160.0
2013-05-07,2200.0
2013-05-08,2200.0
2013-05-09,2200.021002483868
2013-05-10,2200.0
2013-05-11,2200.032807577546
2013-05-12,2200.0387101243846
2013-05-13,2200.0
2013-05-14,2220.0
2013-05-15,2210.0
2013-05-16,2190.0
2013-05-17,2160.0
2013-05-18,2176.7033670225014
2013-05-19,2193.327866898775
2013-05-20,2210.0
2013-05-21,2200.0
2013-05-22,2200.0
2013-05-23,2200.0
2013-05-24,2190.0
2013-05-25,2195.2795120498613
2013-05-26,2197.5482292878078
2013-05-27,2200.0
2013-05-28,2130.0
2013-05-29,2170.0
2013-05-30,2170.0
2013-05-31,2160.0
2013-06-01,2129.942423813266
2013-06-02,2099.8818964914017
2013-06-03,2070.0
2013-06-04,1980.0
2013-06-05,2020.0
2013-06-06,2009.9268152701234
2013-06-07,2000.0
2013-06-08,1979.9919759902712
2013-06-09,1959.9548325743872
2013-06-10,1940.0
2013-06-11,1870.0
2013-06-12,1830.0
2013-06-13,1840.0
2013-06-14,1910.0
2013-06-15,1926.623948933023
2013-06-16,1943.3761205020223
2013-06-17,1960.0
2013-06-18,2020.0
2013-06-19,2010.0
2013-06-20,1930.0
2013-06-21,1850.0
2013-06-22,1850.0607943597297
2013-06-23,1850.0272448803285
2013-06-24,1850.0
2013-06-25,1850.0
2013-06-26,1830.0
2013-06-27,1890.0
2013-06-28,1920.0
2013-06-29,1941.5160307448768
2013-06-30,1966.1573027363524
2013-07-01,1990.0
2013-07-02,2000.0
2013-07-03,1980.0
2013-07-04,1900.0
2013-07-05,1940.0
2013-07-06,1926.5487060729038
2013-07-07,1913.257427564093
2013-07-08,1900.0
2013-07-09,1860.0
2013-07-10,1840.0
2013-07-11,1920.0
2013-07-12,1980.0
2013-07-13,1999.9829965085407
2013-07-14,2019.9899757934313
2013-07-15,2040.0
2013-07-16,2040.0
2013-07-17,2030.0
2013-07-18,2040.0
2013-07-19,2030.0
2013-07-20,2036.6669550215763
2013-07-21,2043.289100799795
2013-07-22,2050.0
2013-07-23,2030.0
2013-07-24,2070.0
2013-07-25,2070.0
2013-07-26,2040.0
2013-07-27,2040.0422448187392
2013-07-28,2040.028540095453
2013-07-29,2040.0
2013-07-30,2060.0
2013-07-31,2080.0
2013-08-01,2080.0
2013-08-02,2100.0
2013-08-03,2099.9544234138725
2013-08-04,2099.940506722092
2013-08-05,2099.9265900303117
2013-08-06,2099.9126733385306
2013-08-07,2099.89875664675
2013-08-08,2099.8848399549693
2013-08-09,2099.870923263189
2013-08-10,2099.857006571408
2013-08-11,2099.8430898796273
2013-08-12,2100.0
2013-08-13,2040.0
2013-08-14,2110.0
2013-08-15,2180.0
2013-08-16,2120.0
2013-08-17,2103.3593546335233
2013-08-18,2086.5087370623005
2013-08-19,2070.0
2013-08-20,1900.0
2013-08-21,1900.0
2013-08-22,1860.0
2013-08-23,1900.0
2013-08-24,1879.913950374382
2013-08-25,1859.9624701987386
2013-08-26,1840.0
2013-08-27,1800.0
2013-08-28,1740.0
2013-08-29,1800.0
2013-08-30,1780.0
2013-08-31,1793.4069491557175
2013-09-01,1806.698090183687
2013-09-02,1820.0
2013-09-03,1810.0
2013-09-04,1770.0
2013-09-05,1740.0
2013-09-06,1740.0
2013-09-07,1750.0256491749465
2013-09-08,1760.0981913542319
2013-09-09,1770.0
2013-09-10,1890.0
2013-09-11,1960.0
2013-09-12,1930.0
2013-09-13,1970.0
2013-09-14,1983.8006588068608
2013-09-15,1997.68763381956
2013-09-16,2010.0
2013-09-17,2010.0
2013-09-18,2000.0
2013-09-19,2120.0
2013-09-20,2150.0
2013-09-21,2103.420532090005
2013-09-22,2056.902750521531
2013-09-23,2010.0
2013-09-24,2130.0
2013-09-25,2060.0
2013-09-26,2090.0
2013-09-27,2090.0
2013-09-28,2081.3962302114523
2013-09-29,2075.9594302812684
2013-09-30,2070.0
2013-10-01,1950.0
2013-10-02,2000.0
2013-10-03,2060.0
2013-10-04,2060.0
2013-10-05,2072.6434250722277
2013-10-06,2080.7073220025254
2013-10-07,2090.0
2013-10-08,2050.0
2013-10-09,2060.0
2013-10-10,2070.0
2013-10-11,2140.0
2013-10-12,2139.8943646117646
2013-10-13,2139.9104295916877
2013-10-14,2139.9264945716104
2013-10-15,2139.942559551533
2013-10-16,2140.0
2013-10-17,2110.0
2013-10-18,2110.0
2013-10-19,2105.793779346516
2013-10-20,2103.098456347393
2013-10-21,2100.0
2013-10-22,2110.0
2013-10-23,2110.0
2013-10-24,2100.0
2013-10-25,2110.0
2013-10-26,2124.7416534783206
2013-10-27,2137.029350181363
2013-10-28,2150.0
2013-10-29,2110.0
2013-10-30,2080.0
2013-10-31,2090.0
2013-11-01,2050.0
2013-11-02,2053.390118049896
2013-11-03,2056.6860420873622
2013-11-04,2060.0
