datetime,open
2013-01-02 09:00:00,1820.0
2013-01-03 09:00:00,1830.0
2013-01-04 09:00:00,1840.0
2013-01-07 09:00:00,1810.0
2013-01-08 09:00:00,1840.0
2013-01-09 09:00:00,1840.0
2013-01-10 09:00:00,1810.0
2013-01-11 09:00:00,1780.0
2013-01-14 09:00:00,1790.0
2013-01-15 09:00:00,1830.0
2013-01-16 09:00:00,1810.0
2013-01-17 09:00:00,1840.0
2013-01-18 09:00:00,1820.0
2013-01-21 09:00:00,1900.0
2013-01-22 09:00:00,1840.0
2013-01-23 09:00:00,1860.0
2013-01-25 09:00:00,1860.0
2013-01-28 09:00:00,1860.0
2013-01-29 09:00:00,1880.0
2013-01-30 09:00:00,1900.0
2013-01-31 09:00:00,1900.0
2013-02-01 09:00:00,1930.0
2013-02-04 09:00:00,1990.0
2013-02-05 09:00:00,2000.0
2013-02-06 09:00:00,2000.0
2013-02-07 09:00:00,1980.0
2013-02-08 09:00:00,2020.0
2013-02-11 09:00:00,2020.0
2013-02-12 09:00:00,2030.0
2013-02-13 09:00:00,2000.0
2013-02-14 09:00:00,2000.0
2013-02-15 09:00:00,2000.0
2013-02-18 09:00:00,2010.0
2013-02-19 09:00:00,2040.0
2013-02-20 09:00:00,2060.0
2013-02-21 09:00:00,2040.0
2013-02-22 09:00:00,2070.0
2013-02-25 09:00:00,2130.0
2013-02-26 09:00:00,2200.0
2013-02-27 09:00:00,2160.0
2013-02-28 09:00:00,2150.0
2013-03-01 09:00:00,2180.0
2013-03-04 09:00:00,2150.0
2013-03-05 09:00:00,2160.0
2013-03-06 09:00:00,2120.0
2013-03-07 09:00:00,2140.0
2013-03-08 09:00:00,2160.0
2013-03-11 09:00:00,2160.0
2013-03-13 09:00:00,2130.0
2013-03-14 09:00:00,2140.0
2013-03-15 09:00:00,2140.0
2013-03-18 09:00:00,2130.0
2013-03-19 09:00:00,2140.0
2013-03-20 09:00:00,2160.0
2013-03-21 09:00:00,2180.0
2013-03-22 09:00:00,2140.0
2013-03-25 09:00:00,2100.0
2013-03-26 09:00:00,2170.0
2013-03-27 09:00:00,2140.0
2013-03-28 09:00:00,2220.0
2013-04-01 09:00:00,2200.0
2013-04-02 09:00:00,2240.0
2013-04-03 09:00:00,2240.0
2013-04-04 09:00:00,2240.0
2013-04-05 09:00:00,2190.0
2013-04-08 09:00:00,2200.0
2013-04-09 09:00:00,2160.0
2013-04-10 09:00:00,2140.0
2013-04-11 09:00:00,2130.0
2013-04-12 09:00:00,2170.0
2013-04-15 09:00:00,2160.0
2013-04-16 09:00:00,2130.0
2013-04-17 09:00:00,2170.0
2013-04-18 09:00:00,2180.0
2013-04-19 09:00:00,2210.0
2013-04-22 09:00:00,2200.0
2013-04-23 09:00:00,2160.0
2013-04-24 09:00:00,2160.0
2013-04-25 09:00:00,2190.0
2013-04-26 09:00:00,2220.0
2013-04-29 09:00:00,2180.0
2013-04-30 09:00:00,2190.0
2013-05-01 09:00:00,2140.0
2013-05-02 09:00:00,2140.0
2013-05-03 09:00:00,2150.0
2013-05-06 09:00:00,2160.0
2013-05-07 09:00:00,2200.0
2013-05-08 09:00:00,2200.0
2013-05-10 09:00:00,2200.0
2013-05-13 09:00:00,2200.0
2013-05-14 09:00:00,2220.0
2013-05-15 09:00:00,2210.0
2013-05-16 09:00:00,2190.0
2013-05-17 09:00:00,2160.0
2013-05-20 09:00:00,2210.0
2013-05-21 09:00:00,2200.0
2013-05-22 09:00:00,2200.0
2013-05-23 09:00:00,2200.0
2013-05-24 09:00:00,2190.0
2013-05-27 09:00:00,2200.0
2013-05-28 09:00:00,2130.0
2013-05-29 09:00:00,2170.0
2013-05-30 09:00:00,2170.0
2013-05-31 09:00:00,2160.0
2013-06-03 09:00:00,2070.0
2013-06-04 09:00:00,1980.0
2013-06-05 09:00:00,2020.0
2013-06-07 09:00:00,2000.0
2013-06-10 09:00:00,1940.0
2013-06-11 09:00:00,1870.0
2013-06-12 09:00:00,1830.0
2013-06-13 09:00:00,1840.0
2013-06-14 09:00:00,1910.0
2013-06-17 09:00:00,1960.0
2013-06-18 09:00:00,2020.0
2013-06-19 09:00:00,2010.0
2013-06-20 09:00:00,1930.0
2013-06-21 09:00:00,1850.0
2013-06-24 09:00:00,1850.0
2013-06-25 09:00:00,1850.0
2013-06-26 09:00:00,1830.0
2013-06-27 09:00:00,1890.0
2013-06-28 09:00:00,1920.0
2013-07-01 09:00:00,1990.0
2013-07-02 09:00:00,2000.0
2013-07-03 09:00:00,1980.0
2013-07-04 09:00:00,1900.0
2013-07-05 09:00:00,1940.0
2013-07-08 09:00:00,1900.0
2013-07-09 09:00:00,1860.0
2013-07-10 09:00:00,1840.0
2013-07-11 09:00:00,1920.0
2013-07-12 09:00:00,1980.0
2013-07-15 09:00:00,2040.0
2013-07-16 09:00:00,2040.0
2013-07-17 09:00:00,2030.0
2013-07-18 09:00:00,2040.0
2013-07-19 09:00:00,2030.0
2013-07-22 09:00:00,2050.0
2013-07-23 09:00:00,2030.0
2013-07-24 09:00:00,2070.0
2013-07-25 09:00:00,2070.0
2013-07-26 09:00:00,2040.0
2013-07-29 09:00:00,2040.0
2013-07-30 09:00:00,2060.0
2013-07-31 09:00:00,2080.0
2013-08-01 09:00:00,2080.0
2013-08-02 09:00:00,2100.0
2013-08-12 09:00:00,2100.0
2013-08-13 09:00:00,2040.0
2013-08-14 09:00:00,2110.0
2013-08-15 09:00:00,2180.0
2013-08-16 09:00:00,2120.0
2013-08-19 09:00:00,2070.0
2013-08-20 09:00:00,1900.0
2013-08-21 09:00:00,1900.0
2013-08-22 09:00:00,1860.0
2013-08-23 09:00:00,1900.0
2013-08-26 09:00:00,1840.0
2013-08-27 09:00:00,1800.0
2013-08-28 09:00:00,1740.0
2013-08-29 09:00:00,1800.0
2013-08-30 09:00:00,1780.0
2013-09-02 09:00:00,1820.0
2013-09-03 09:00:00,1810.0
2013-09-04 09:00:00,1770.0
2013-09-05 09:00:00,1740.0
2013-09-06 09:00:00,1740.0
2013-09-09 09:00:00,1770.0
2013-09-10 09:00:00,1890.0
2013-09-11 09:00:00,1960.0
2013-09-12 09:00:00,1930.0
2013-09-13 09:00:00,1970.0
2013-09-16 09:00:00,2010.0
2013-09-17 09:00:00,2010.0
2013-09-18 09:00:00,2000.0
2013-09-19 09:00:00,2120.0
2013-09-20 09:00:00,2150.0
2013-09-23 09:00:00,2010.0
2013-09-24 09:00:00,2130.0
2013-09-25 09:00:00,2060.0
2013-09-26 09:00:00,2090.0
2013-09-27 09:00:00,2090.0
2013-09-30 09:00:00,2070.0
2013-10-01 09:00:00,1950.0
2013-10-02 09:00:00,2000.0
2013-10-03 09:00:00,2060.0
2013-10-04 09:00:00,2060.0
2013-10-07 09:00:00,2090.0
2013-10-08 09:00:00,2050.0
2013-10-09 09:00:00,2060.0
2013-10-10 09:00:00,2070.0
2013-10-11 09:00:00,2140.0
2013-10-16 09:00:00,2140.0
2013-10-17 09:00:00,2110.0
2013-10-18 09:00:00,2110.0
2013-10-21 09:00:00,2100.0
2013-10-22 09:00:00,2110.0
2013-10-23 09:00:00,2110.0
2013-10-24 09:00:00,2100.0
2013-10-25 09:00:00,2110.0
2013-10-28 09:00:00,2150.0
2013-10-29 09:00:00,2110.0
2013-10-30 09:00:00,2080.0
2013-10-31 09:00:00,2090.0
2013-11-01 09:00:00,2050.0
2013-11-04 09:00:00,2060.0
2013-11-06 09:00:00,2070.0
2013-11-07 09:00:00,2090.0
2013-11-08 09:00:00,2090.0
2013-11-11 09:00:00,2080.0
2013-11-12 09:00:00,2050.0
2013-11-13 09:00:00,2000.0
2013-11-14 09:00:00,1990.0
2013-11-15 09:00:00,2020.0
2013-11-18 09:00:00,2050.0
2013-11-19 09:00:00,2060.0
2013-11-20 09:00:00,2040.0
2013-11-21 09:00:00,1980.0
2013-11-22 09:00:00,2000.0
2013-11-25 09:00:00,2040.0
2013-11-26 09:00:00,2000.0
2013-11-27 09:00:00,1940.0
2013-11-28 09:00:00,1950.0
2013-11-29 09:00:00,1940.0
2013-12-02 09:00:00,1930.0
2013-12-03 09:00:00,1960.0
2013-12-04 09:00:00,1960.0
2013-12-05 09:00:00,1930.0
2013-12-06 09:00:00,1900.0
2013-12-09 09:00:00,1920.0
2013-12-10 09:00:00,1860.0
2013-12-11 09:00:00,1930.0
2013-12-12 09:00:00,1960.0
2013-12-13 09:00:00,1910.0
2013-12-16 09:00:00,1910.0
2013-12-17 09:00:00,1870.0
2013-12-18 09:00:00,1900.0
2013-12-19 09:00:00,1920.0
2013-12-20 09:00:00,1910.0
2013-12-23 09:00:00,1870.0
2013-12-24 09:00:00,1900.0
2013-12-27 09:00:00,1910.0
2013-12-30 09:00:00,1910.0
2014-01-02 09:00:00,1940.0
2014-01-03 09:00:00,1940.0
2014-01-06 09:00:00,1880.0
2014-01-07 09:00:00,1870.0
2014-01-08 09:00:00,1880.0
2014-01-09 09:00:00,1860.0
2014-01-10 09:00:00,1880.0
2014-01-13 09:00:00,1890.0
2014-01-15 09:00:00,1970.0
2014-01-16 09:00:00,2010.0
2014-01-17 09:00:00,2000.0
2014-01-20 09:00:00,2000.0
2014-01-21 09:00:00,1955.0
2014-01-22 09:00:00,1965.0
2014-01-23 09:00:00,2000.0
2014-01-24 09:00:00,2020.0
2014-01-27 09:00:00,1990.0
2014-01-28 09:00:00,1960.0
2014-01-29 09:00:00,2010.0
2014-01-30 09:00:00,1970.0
2014-02-03 09:00:00,1980.0
2014-02-04 09:00:00,1950.0
2014-02-05 09:00:00,1980.0
2014-02-06 09:00:00,1975.0
2014-02-07 09:00:00,2050.0
2014-02-10 09:00:00,2060.0
2014-02-11 09:00:00,2020.0
2014-02-12 09:00:00,2050.0
