Date,Original,Spline,Linear
4/9/2015,3015,3015,3015
4/10/2015,3040,3040,3040
4/11/2015,,3030,3030.316597
4/12/2015,,3020,3018.894722
4/13/2015,3010,3010,3010
4/14/2015,3000,3000,3000
4/15/2015,2980,2980,2980
4/16/2015,2960,2960,2960
4/17/2015,2980,2980,2980
4/18/2015,,2966.666667,2966.609081
4/19/2015,,2953.333333,2953.301983
4/20/2015,2940,2940,2940
4/21/2015,2945,2945,2945
4/22/2015,2990,2990,2990
4/23/2015,2990,2990,2990
4/24/2015,2980,2980,2980
4/25/2015,,2973.333333,2974.402578
4/26/2015,,2966.666667,2967.071196
4/27/2015,2960,2960,2960
4/28/2015,2820,2820,2820
4/29/2015,2800,2800,2800
4/30/2015,2660,2660,2660
5/1/2015,,2668.75,2668.960712
5/2/2015,,2677.5,2677.662753
5/3/2015,,2686.25,2686.364795
5/4/2015,2695,2695,2695
5/5/2015,2750,2750,2750
5/6/2015,2750,2750,2750
5/7/2015,2720,2720,2720
5/8/2015,2750,2750,2750
5/9/2015,,2753.333333,2753.259757
5/10/2015,,2756.666667,2756.592046
5/11/2015,2760,2760,2760
5/12/2015,2725,2725,2725
5/13/2015,2730,2730,2730
5/14/2015,,2737.5,2737.855417
5/15/2015,2745,2745,2745
5/16/2015,,2736.666667,2736.403802
5/17/2015,,2728.333333,2728.200891
5/18/2015,2720,2720,2720
5/19/2015,2725,2725,2725
5/20/2015,2755,2755,2755
5/21/2015,2790,2790,2790
5/22/2015,2850,2850,2850
5/23/2015,,2856.666667,2856.590745
5/24/2015,,2863.333333,2863.255481
5/25/2015,2870,2870,2870
5/26/2015,2840,2840,2840
5/27/2015,2870,2870,2870
5/28/2015,2820,2820,2820
5/29/2015,2845,2845,2845
5/30/2015,,2830,2829.944316
5/31/2015,,2815,2815.005492
6/1/2015,2800,2800,2800
6/2/2015,,2800,2799.924435
6/3/2015,2800,2800,2800
6/4/2015,2700,2700,2700
6/5/2015,2690,2690,2690
6/6/2015,,2693.333333,2693.285366
6/7/2015,,2696.666667,2696.626835
6/8/2015,2700,2700,2700
6/9/2015,2680,2680,2680
6/10/2015,2660,2660,2660
6/11/2015,2680,2680,2680
6/12/2015,2635,2635,2635
6/13/2015,,2643.333333,2643.390589
6/14/2015,,2651.666667,2651.657714
6/15/2015,2660,2660,2660
6/16/2015,2655,2655,2655
6/17/2015,2700,2700,2700
6/18/2015,2740,2740,2740
6/19/2015,2725,2725,2725
6/20/2015,,2730,2730.049093
6/21/2015,,2735,2735.022212
6/22/2015,2740,2740,2740
6/23/2015,2745,2745,2745
6/24/2015,2730,2730,2730
6/25/2015,2725,2725,2725
6/26/2015,2690,2690,2690
6/27/2015,,2686.666667,2686.730118
6/28/2015,,2683.333333,2683.410849
6/29/2015,2680,2680,2680
6/30/2015,2725,2725,2725
7/1/2015,2720,2720,2720
7/2/2015,2695,2695,2695
7/3/2015,2700,2700,2700
7/4/2015,,2705,2705.82598
7/5/2015,,2710,2711.670378
7/6/2015,2715,2715,2715
7/7/2015,2705,2705,2705
7/8/2015,2680,2680,2680
7/9/2015,2630,2630,2630
7/10/2015,2650,2650,2650
7/11/2015,,2653.333333,2653.30772
7/12/2015,,2656.666667,2656.712196
7/13/2015,2660,2660,2660
7/14/2015,2710,2710,2710
7/15/2015,2695,2695,2695
7/16/2015,,2697.857143,2697.917393
7/17/2015,,2700.714286,2700.760121
7/18/2015,,2703.571429,2703.602849
7/19/2015,,2706.428571,2706.445577
7/20/2015,,2709.285714,2709.288305
7/21/2015,,2712.142857,2712.131033
7/22/2015,2715,2715,2715
7/23/2015,2720,2720,2720
7/24/2015,2755,2755,2755
7/25/2015,,2736.666667,2736.598447
7/26/2015,,2718.333333,2718.27374
7/27/2015,2700,2700,2700
7/28/2015,2640,2640,2640
7/29/2015,2600,2600,2600
7/30/2015,2575,2575,2575
7/31/2015,2590,2590,2590
8/1/2015,,2588.333333,2588.335382
8/2/2015,,2586.666667,2586.747915
8/3/2015,2585,2585,2585
8/4/2015,2660,2660,2660
8/5/2015,2660,2660,2660
8/6/2015,2740,2740,2740
8/7/2015,2740,2740,2740
8/8/2015,,2736.666667,2736.769348
8/9/2015,,2733.333333,2733.48526
8/10/2015,2730,2730,2730
8/11/2015,2770,2770,2770
8/12/2015,2640,2640,2640
8/13/2015,2570,2570,2570
8/14/2015,2650,2650,2650
8/15/2015,,2650,2649.819374
8/16/2015,,2650,2649.841516
8/17/2015,,2650,2649.863659
8/18/2015,2650,2650,2650
8/19/2015,2570,2570,2570
8/20/2015,2540,2540,2540
8/21/2015,2420,2420,2420
8/22/2015,,2373.333333,2373.447714
8/23/2015,,2326.666667,2326.750003
8/24/2015,2280,2280,2280
8/25/2015,2300,2300,2300
8/26/2015,2325,2325,2325
8/27/2015,2430,2430,2430
8/28/2015,2570,2570,2570
8/29/2015,,2570,2569.87085
8/30/2015,,2570,2569.861934
8/31/2015,2570,2570,2570
9/1/2015,2570,2570,2570
9/2/2015,2440,2440,2440
9/3/2015,2485,2485,2485
9/4/2015,2455,2455,2455
9/5/2015,,2450,2450.020435
9/6/2015,,2445,2444.926021
9/7/2015,2440,2440,2440
9/8/2015,2365,2365,2365
9/9/2015,2380,2380,2380
9/10/2015,2370,2370,2370
9/11/2015,2400,2400,2400
9/12/2015,,2400,2399.952696
9/13/2015,,2400,2399.961761
9/14/2015,2400,2400,2400
9/15/2015,2400,2400,2400
9/16/2015,2380,2380,2380
9/17/2015,2390,2390,2390
9/18/2015,2420,2420,2420
9/19/2015,,2420,2419.192967
9/20/2015,,2420,2417.274123
9/21/2015,2420,2420,2420
9/22/2015,2410,2410,2410
9/23/2015,2385,2385,2385
9/24/2015,,2385,2385.031784
9/25/2015,2385,2385,2385
9/26/2015,,2373.333333,2373.249354
9/27/2015,,2361.666667,2361.501439
9/28/2015,2350,2350,2350
9/29/2015,2275,2275,2275
9/30/2015,2400,2400,2400
10/1/2015,2460,2460,2460
10/2/2015,2400,2400,2400
10/3/2015,,2420,2420.127506
10/4/2015,,2440,2440.066947
10/5/2015,2460,2460,2460
10/6/2015,2520,2520,2520
10/7/2015,2600,2600,2600
10/8/2015,2620,2620,2620
10/9/2015,2665,2665,2665
10/10/2015,,2660,2659.978673
10/11/2015,,2655,2655.048013
10/12/2015,2650,2650,2650
10/13/2015,2680,2680,2680
10/14/2015,,2640,2639.977165
10/15/2015,2600,2600,2600
10/16/2015,2600,2600,2600
10/17/2015,,2586.666667,2586.681763
10/18/2015,,2573.333333,2573.445971
10/19/2015,2560,2560,2560
10/20/2015,2655,2655,2655
10/21/2015,2660,2660,2660
10/22/2015,2690,2690,2690
10/23/2015,2755,2755,2755
10/24/2015,,2746.666667,2746.594815
10/25/2015,,2738.333333,2738.303308
10/26/2015,2730,2730,2730
10/27/2015,2710,2710,2710
10/28/2015,2685,2685,2685
10/29/2015,2725,2725,2725
10/30/2015,2650,2650,2650
10/31/2015,,2620,2620.093206
11/1/2015,,2590,2590.047543
11/2/2015,2560,2560,2560
11/3/2015,2580,2580,2580
11/4/2015,2650,2650,2650
11/5/2015,2700,2700,2700
11/6/2015,2750,2750,2750
11/7/2015,,2733.333333,2733.276536
11/8/2015,,2716.666667,2716.559541
11/9/2015,2700,2700,2700
11/10/2015,2600,2600,2600
11/11/2015,2590,2590,2590
11/12/2015,2595,2595,2595
11/13/2015,2580,2580,2580
11/14/2015,,2576.666667,2576.710071
11/15/2015,,2573.333333,2573.404458
11/16/2015,2570,2570,2570
11/17/2015,2620,2620,2620
11/18/2015,2625,2625,2625
11/19/2015,2620,2620,2620
11/20/2015,2590,2590,2590
11/21/2015,,2610,2610.031835
11/22/2015,,2630,2629.977113
11/23/2015,2650,2650,2650
11/24/2015,2650,2650,2650
11/25/2015,2695,2695,2695
11/26/2015,2720,2720,2720
11/27/2015,2720,2720,2720
11/28/2015,,2686.666667,2686.592298
11/29/2015,,2653.333333,2653.188295
11/30/2015,2620,2620,2620
12/1/2015,2540,2540,2540
12/2/2015,2655,2655,2655
12/3/2015,2640,2640,2640
12/4/2015,2660,2660,2660
12/5/2015,,2653.333333,2653.289098
12/6/2015,,2646.666667,2646.634207
12/7/2015,2640,2640,2640
12/8/2015,2615,2615,2615
12/9/2015,,2597.5,2597.629431
12/10/2015,2580,2580,2580
12/11/2015,2690,2690,2690
12/12/2015,,2660,2659.820671
12/13/2015,,2630,2629.930081
12/14/2015,2600,2600,2600
12/15/2015,2610,2610,2610
12/16/2015,2675,2675,2675
12/17/2015,2760,2760,2760
12/18/2015,2690,2690,2690
12/19/2015,,2670,2670.136816
12/20/2015,,2650,2650.087572
12/21/2015,2630,2630,2630
12/22/2015,2640,2640,2640
12/23/2015,2630,2630,2630
12/24/2015,,2628,2628.023919
12/25/2015,,2626,2626.025763
12/26/2015,,2624,2624.027608
12/27/2015,,2622,2622.029453
12/28/2015,2620,2620,2620
12/29/2015,2640,2640,2640
12/30/2015,2650,2650,2650
12/31/2015,,2647,2647.255626
1/1/2016,,2644,2645.171061
1/2/2016,,2641,2643.086496
1/3/2016,,2638,2641.001931
1/4/2016,2635,2635,2635
1/5/2016,2640,2640,2640
1/6/2016,2665,2665,2665
1/7/2016,2620,2620,2620
1/8/2016,2590,2590,2590
1/9/2016,,2590,2589.244233
1/10/2016,,2590,2587.350901
1/11/2016,2590,2590,2590
1/12/2016,2580,2580,2580
1/13/2016,2645,2645,2645
1/14/2016,2600,2600,2600
1/15/2016,2620,2620,2620
1/16/2016,,2603.333333,2603.295719
1/17/2016,,2586.666667,2586.7077
1/18/2016,2570,2570,2570
1/19/2016,2610,2610,2610
1/20/2016,2600,2600,2600
1/21/2016,2610,2610,2610
1/22/2016,2610,2610,2610
1/23/2016,,2620,2621.082119
1/24/2016,,2630,2630.499676
1/25/2016,2640,2640,2640
1/26/2016,2610,2610,2610
1/27/2016,2620,2620,2620
1/28/2016,2620,2620,2620
1/29/2016,2640,2640,2640
1/30/2016,,2633.333333,2633.330081
1/31/2016,,2626.666667,2626.718201
2/1/2016,2620,2620,2620
2/2/2016,2645,2645,2645
2/3/2016,2600,2600,2600
2/4/2016,2600,2600,2600
2/5/2016,2620,2620,2620
2/6/2016,,2635,2634.973365
2/7/2016,,2650,2649.960144
2/8/2016,,2665,2664.946923
2/9/2016,2680,2680,2680
2/10/2016,2650,2650,2650
2/11/2016,2640,2640,2640
2/12/2016,2675,2675,2675
2/13/2016,,2676.666667,2676.605268
2/14/2016,,2678.333333,2678.284499
2/15/2016,2680,2680,2680
2/16/2016,2665,2665,2665
2/17/2016,2680,2680,2680
2/18/2016,2700,2700,2700
2/19/2016,2660,2660,2660
2/20/2016,,2641.666667,2641.7474
2/21/2016,,2623.333333,2623.432198
2/22/2016,2605,2605,2605
2/23/2016,2640,2640,2640
2/24/2016,2605,2605,2605
2/25/2016,2620,2620,2620
2/26/2016,2630,2630,2630
2/27/2016,,2653.333333,2653.856983
2/28/2016,,2676.666667,2676.903923
2/29/2016,2700,2700,2700
3/1/2016,2695,2695,2695
3/2/2016,2705,2705,2705
3/3/2016,2685,2685,2685
3/4/2016,2720,2720,2720
3/5/2016,,2720,2719.939193
3/6/2016,,2720,2719.961826
3/7/2016,2720,2720,2720
3/8/2016,2700,2700,2700
3/9/2016,,2682.5,2682.508842
3/10/2016,2665,2665,2665
3/11/2016,2660,2660,2660
3/12/2016,,2670,2670.009498
3/13/2016,,2680,2680.016273
3/14/2016,2690,2690,2690
3/15/2016,2715,2715,2715
3/16/2016,2720,2720,2720
3/17/2016,2735,2735,2735
3/18/2016,2730,2730,2730
3/19/2016,,2733.333333,2733.864998
3/20/2016,,2736.666667,2738.473434
3/21/2016,2740,2740,2740
3/22/2016,2750,2750,2750
3/23/2016,2730,2730,2730
3/24/2016,2680,2680,2680
3/25/2016,,2676.25,2676.299705
3/26/2016,,2672.5,2672.514186
3/27/2016,,2668.75,2668.728667
3/28/2016,2665,2665,2665
3/29/2016,2635,2635,2635
3/30/2016,2625,2625,2625
3/31/2016,2655,2655,2655
4/1/2016,2660,2660,2660
4/2/2016,,2668.333333,2667.493437
4/3/2016,,2676.666667,2674.956346
4/4/2016,2685,2685,2685
4/5/2016,2665,2665,2665
4/6/2016,2660,2660,2660
4/7/2016,2640,2640,2640
4/8/2016,2620,2620,2620
4/9/2016,,2616.666667,2616.947045
4/10/2016,,2613.333333,2613.45212
4/11/2016,2610,2610,2610
4/12/2016,2600,2600,2600
4/13/2016,2625,2625,2625
4/14/2016,2630,2630,2630
4/15/2016,2620,2620,2620
4/16/2016,,2613.333333,2614.235093
4/17/2016,,2606.666667,2606.92894
4/18/2016,2600,2600,2600
4/19/2016,2605,2605,2605
4/20/2016,2620,2620,2620
4/21/2016,2620,2620,2620
4/22/2016,2630,2630,2630
4/23/2016,,2626.666667,2626.653253
4/24/2016,,2623.333333,2623.328911
4/25/2016,2620,2620,2620
4/26/2016,2610,2610,2610
4/27/2016,2590,2590,2590
4/28/2016,2625,2625,2625
4/29/2016,2605,2605,2605
4/30/2016,,2610,2610.055066
5/1/2016,,2615,2615.032654
5/2/2016,2620,2620,2620
5/3/2016,2625,2625,2625
5/4/2016,2610,2610,2610
5/5/2016,,2612,2612.019123
5/6/2016,,2614,2614.000599
5/7/2016,,2616,2615.982075
5/8/2016,,2618,2617.963551
5/9/2016,2620,2620,2620
5/10/2016,2610,2610,2610
5/11/2016,2645,2645,2645
5/12/2016,2620,2620,2620
5/13/2016,2600,2600,2600
5/14/2016,,2606.666667,2607.228798
5/15/2016,,2613.333333,2614.421714
5/16/2016,2620,2620,2620
5/17/2016,2605,2605,2605
5/18/2016,2580,2580,2580
5/19/2016,2600,2600,2600
5/20/2016,2590,2590,2590
5/21/2016,,2593.333333,2593.366121
5/22/2016,,2596.666667,2596.693762
5/23/2016,2600,2600,2600
5/24/2016,2610,2610,2610
5/25/2016,2600,2600,2600
5/26/2016,2615,2615,2615
5/27/2016,2600,2600,2600
5/28/2016,,2601.666667,2601.733893
5/29/2016,,2603.333333,2603.437495
5/30/2016,2605,2605,2605
5/31/2016,2660,2660,2660
6/1/2016,2620,2620,2620
6/2/2016,2620,2620,2620
6/3/2016,2610,2610,2610
6/4/2016,,2615,2615.021858
6/5/2016,,2620,2620.01751
6/6/2016,2625,2625,2625
6/7/2016,2630,2630,2630
6/8/2016,2615,2615,2615
6/9/2016,2605,2605,2605
6/10/2016,2595,2595,2595
6/11/2016,,2586.666667,2587.086993
6/12/2016,,2578.333333,2578.414151
6/13/2016,2570,2570,2570
6/14/2016,2540,2540,2540
6/15/2016,2570,2570,2570
6/16/2016,2590,2590,2590
6/17/2016,2600,2600,2600
6/18/2016,,2593.333333,2592.687109
6/19/2016,,2586.666667,2584.418608
6/20/2016,2580,2580,2580
6/21/2016,2565,2565,2565
6/22/2016,2565,2565,2565
6/23/2016,2580,2580,2580
6/24/2016,2575,2575,2575
6/25/2016,,2560,2560.009276
6/26/2016,,2545,2545.028262
6/27/2016,2530,2530,2530
6/28/2016,2565,2565,2565
6/29/2016,2630,2630,2630
6/30/2016,2680,2680,2680
7/1/2016,2675,2675,2675
7/2/2016,,2674.5,2674.558966
7/3/2016,,2674,2674.058292
7/4/2016,,2673.5,2673.557618
7/5/2016,,2673,2673.056944
7/6/2016,,2672.5,2672.55627
7/7/2016,,2672,2672.055596
7/8/2016,,2671.5,2671.554923
7/9/2016,,2671,2671.054249
7/10/2016,,2670.5,2670.553575
7/11/2016,2670,2670,2670
7/12/2016,2720,2720,2720
7/13/2016,2765,2765,2765
7/14/2016,2780,2780,2780
7/15/2016,2765,2765,2765
7/16/2016,,2770,2770.019673
7/17/2016,,2775,2774.993842
7/18/2016,2780,2780,2780
7/19/2016,2800,2800,2800
7/20/2016,2870,2870,2870
7/21/2016,2905,2905,2905
7/22/2016,2900,2900,2900
7/23/2016,,2901.666667,2901.699568
7/24/2016,,2903.333333,2903.355478
7/25/2016,2905,2905,2905
7/26/2016,2905,2905,2905
7/27/2016,2885,2885,2885
7/28/2016,2900,2900,2900
7/29/2016,2900,2900,2900
7/30/2016,,2891.666667,2893.362826
7/31/2016,,2883.333333,2884.281032
8/1/2016,2875,2875,2875
8/2/2016,2975,2975,2975
8/3/2016,3000,3000,3000
8/4/2016,2995,2995,2995
8/5/2016,3010,3010,3010
8/6/2016,,3016.666667,3017.196203
8/7/2016,,3023.333333,3024.412532
8/8/2016,3030,3030,3030
8/9/2016,3020,3020,3020
8/10/2016,3000,3000,3000
8/11/2016,3020,3020,3020
8/12/2016,3005,3005,3005
8/13/2016,,3013.333333,3013.374223
8/14/2016,,3021.666667,3021.692333
8/15/2016,3030,3030,3030
8/16/2016,3040,3040,3040
8/17/2016,,3032.5,3032.543354
8/18/2016,3025,3025,3025
8/19/2016,3080,3080,3080
8/20/2016,,3080,3079.947032
8/21/2016,,3080,3080.019535
8/22/2016,3080,3080,3080
8/23/2016,3100,3100,3100
8/24/2016,3060,3060,3060
8/25/2016,3070,3070,3070
8/26/2016,3050,3050,3050
8/27/2016,,3048.333333,3048.354295
8/28/2016,,3046.666667,3046.649694
8/29/2016,3045,3045,3045
8/30/2016,3005,3005,3005
8/31/2016,2970,2970,2970
9/1/2016,2970,2970,2970
9/2/2016,3010,3010,3010
9/3/2016,,3025,3024.919726
9/4/2016,,3040,3039.886627
9/5/2016,3055,3055,3055
9/6/2016,3010,3010,3010
9/7/2016,3060,3060,3060
9/8/2016,3060,3060,3060
9/9/2016,3035,3035,3035
9/10/2016,,3028.75,3028.764282
9/11/2016,,3022.5,3022.482704
9/12/2016,,3016.25,3016.201126
9/13/2016,3010,3010,3010
9/14/2016,2990,2990,2990
9/15/2016,3040,3040,3040
9/16/2016,3020,3020,3020
9/17/2016,,3030,3030.06031
9/18/2016,,3040,3040.018288
9/19/2016,3050,3050,3050
9/20/2016,3040,3040,3040
9/21/2016,3020,3020,3020
9/22/2016,3070,3070,3070
9/23/2016,3110,3110,3110
9/24/2016,,3105,3104.911325
9/25/2016,,3100,3099.846767
9/26/2016,3095,3095,3095
9/27/2016,3020,3020,3020
9/28/2016,3115,3115,3115
9/29/2016,3100,3100,3100
9/30/2016,3195,3195,3195
10/1/2016,,3193.333333,3193.254011
10/2/2016,,3191.666667,3191.732636
10/3/2016,3190,3190,3190
10/4/2016,3240,3240,3240
10/5/2016,3150,3150,3150
10/6/2016,3200,3200,3200
10/7/2016,3200,3200,3200
10/8/2016,,3180,3180.051933
10/9/2016,,3160,3160.103897
10/10/2016,3140,3140,3140
10/11/2016,3185,3185,3185
10/12/2016,3160,3160,3160
10/13/2016,3120,3120,3120
10/14/2016,3095,3095,3095
10/15/2016,,3116.666667,3116.714447
10/16/2016,,3138.333333,3138.380581
10/17/2016,3160,3160,3160
10/18/2016,3200,3200,3200
10/19/2016,3195,3195,3195
10/20/2016,3170,3170,3170
10/21/2016,3170,3170,3170
10/22/2016,,3171.666667,3171.629874
10/23/2016,,3173.333333,3173.264586
10/24/2016,3175,3175,3175
10/25/2016,3125,3125,3125
10/26/2016,3120,3120,3120
10/27/2016,3100,3100,3100
10/28/2016,3105,3105,3105
10/29/2016,,3103.333333,3103.865424
10/30/2016,,3101.666667,3102.758758
10/31/2016,3100,3100,3100
11/1/2016,3100,3100,3100
11/2/2016,3090,3090,3090
11/3/2016,3100,3100,3100
11/4/2016,3070,3070,3070
11/5/2016,,3063.333333,3063.941323
11/6/2016,,3056.666667,3057.830062
11/7/2016,3050,3050,3050
11/8/2016,3080,3080,3080
11/9/2016,3100,3100,3100
11/10/2016,3060,3060,3060
11/11/2016,3000,3000,3000
11/12/2016,,2960,2960.006559
11/13/2016,,2920,2919.979216
11/14/2016,2880,2880,2880
11/15/2016,2860,2860,2860
11/16/2016,2915,2915,2915
11/17/2016,2950,2950,2950
11/18/2016,2940,2940,2940
11/19/2016,,2940,2942.650442
11/20/2016,,2940,2940.70383
11/21/2016,2940,2940,2940
11/22/2016,2900,2900,2900
11/23/2016,2930,2930,2930
11/24/2016,2900,2900,2900
11/25/2016,2900,2900,2900
11/26/2016,,2896.666667,2895.77253
11/27/2016,,2893.333333,2893.051519
11/28/2016,2890,2890,2890
11/29/2016,2865,2865,2865
11/30/2016,2870,2870,2870
12/1/2016,2860,2860,2860
12/2/2016,2930,2930,2930
12/3/2016,,2931.666667,2931.582509
12/4/2016,,2933.333333,2933.305157
12/5/2016,2935,2935,2935
12/6/2016,2940,2940,2940
12/7/2016,2940,2940,2940
12/8/2016,2900,2900,2900
12/9/2016,2960,2960,2960
12/10/2016,,2953.75,2953.635991
12/11/2016,,2947.5,2947.435543
12/12/2016,,2941.25,2941.235094
12/13/2016,2935,2935,2935
12/14/2016,2940,2940,2940
12/15/2016,2945,2945,2945
12/16/2016,2940,2940,2940
12/17/2016,,2926.666667,2927.770506
12/18/2016,,2913.333333,2913.884026
12/19/2016,2900,2900,2900
12/20/2016,2910,2910,2910
12/21/2016,2960,2960,2960
12/22/2016,2900,2900,2900
12/23/2016,2880,2880,2880
12/24/2016,,2875,2875.03008
12/25/2016,,2870,2870.105659
12/26/2016,,2865,2865.181239
12/27/2016,2860,2860,2860
12/28/2016,2980,2980,2980
12/29/2016,2960,2960,2960
12/30/2016,3070,3070,3070
12/31/2016,,3077.5,3077.364667
1/1/2017,,3085,3084.969545
1/2/2017,,3092.5,3092.574423
1/3/2017,3100,3100,3100
1/4/2017,3170,3170,3170
1/5/2017,3140,3140,3140
1/6/2017,3090,3090,3090
1/7/2017,,3096.666667,3096.700674
1/8/2017,,3103.333333,3103.308941
1/9/2017,3110,3110,3110
1/10/2017,3090,3090,3090
1/11/2017,3110,3110,3110
1/12/2017,3060,3060,3060
1/13/2017,3040,3040,3040
1/14/2017,,3040,3039.988035
1/15/2017,,3040,3039.977138
1/16/2017,3040,3040,3040
1/17/2017,3035,3035,3035
1/18/2017,3055,3055,3055
1/19/2017,3070,3070,3070
1/20/2017,3050,3050,3050
1/21/2017,,3046.666667,3046.157506
1/22/2017,,3043.333333,3042.267868
1/23/2017,3040,3040,3040
1/24/2017,3040,3040,3040
1/25/2017,3050,3050,3050
1/26/2017,3000,3000,3000
1/27/2017,3030,3030,3030
1/28/2017,,3058.333333,3057.459017
1/29/2017,,3086.666667,3084.979243
1/30/2017,3115,3115,3115
1/31/2017,3100,3100,3100
2/1/2017,3100,3100,3100
2/2/2017,3065,3065,3065
2/3/2017,3090,3090,3090
2/4/2017,,3098.333333,3098.260721
2/5/2017,,3106.666667,3106.580298
2/6/2017,3115,3115,3115
2/7/2017,3085,3085,3085
2/8/2017,3125,3125,3125
2/9/2017,3120,3120,3120
2/10/2017,3125,3125,3125
2/11/2017,,3116.666667,3115.56653
2/12/2017,,3108.333333,3107.77216
2/13/2017,3100,3100,3100
2/14/2017,3090,3090,3090
2/15/2017,,3105,3104.974537
2/16/2017,3120,3120,3120
2/17/2017,3090,3090,3090
2/18/2017,,3100,3100.032307
2/19/2017,,3110,3109.963365
2/20/2017,3120,3120,3120
2/21/2017,3080,3080,3080
2/22/2017,3080,3080,3080
2/23/2017,3080,3080,3080
2/24/2017,3105,3105,3105
2/25/2017,,3103.333333,3103.423452
2/26/2017,,3101.666667,3102.075479
2/27/2017,3100,3100,3100
2/28/2017,3100,3100,3100
3/1/2017,3080,3080,3080
3/2/2017,3130,3130,3130
3/3/2017,3090,3090,3090
3/4/2017,,3086.666667,3087.005798
3/5/2017,,3083.333333,3084.289437
3/6/2017,3080,3080,3080
3/7/2017,3080,3080,3080
3/8/2017,3100,3100,3100
3/9/2017,3100,3100,3100
3/10/2017,3140,3140,3140
3/11/2017,,3133.333333,3133.284406
3/12/2017,,3126.666667,3126.666514
3/13/2017,3120,3120,3120
3/14/2017,3140,3140,3140
3/15/2017,3155,3155,3155
3/16/2017,3180,3180,3180
3/17/2017,3200,3200,3200
3/18/2017,,3206.666667,3207.23514
3/19/2017,,3213.333333,3213.657006
3/20/2017,3220,3220,3220
3/21/2017,3245,3245,3245
3/22/2017,3210,3210,3210
3/23/2017,3280,3280,3280
3/24/2017,3360,3360,3360
3/25/2017,,3343.333333,3343.614103
3/26/2017,,3326.666667,3327.358568
3/27/2017,3310,3310,3310
3/28/2017,,3322.5,3321.457641
3/29/2017,3335,3335,3335
3/30/2017,3340,3340,3340
3/31/2017,3365,3365,3365
4/1/2017,,3348.333333,3348.313293
4/2/2017,,3331.666667,3331.699294
4/3/2017,3315,3315,3315
4/4/2017,3350,3350,3350
4/5/2017,3370,3370,3370
4/6/2017,3440,3440,3440
4/7/2017,3495,3495,3495
4/8/2017,,3505,3504.966412
4/9/2017,,3515,3514.962514
4/10/2017,3525,3525,3525
4/11/2017,3500,3500,3500
4/12/2017,3490,3490,3490
4/13/2017,3540,3540,3540
4/14/2017,,3522.5,3522.380436
4/15/2017,,3505,3504.875499
4/16/2017,,3487.5,3487.370562
4/17/2017,3470,3470,3470
4/18/2017,3395,3395,3395
4/19/2017,,3417.5,3417.523761
4/20/2017,3440,3440,3440
4/21/2017,3415,3415,3415
4/22/2017,,3443.75,3443.830521
4/23/2017,,3472.5,3472.553718
4/24/2017,,3501.25,3501.276915
4/25/2017,3530,3530,3530
4/26/2017,3530,3530,3530
4/27/2017,3480,3480,3480
4/28/2017,3505,3505,3505
4/29/2017,,3516.25,3516.610222
4/30/2017,,3527.5,3528.299357
5/1/2017,,3538.75,3539.988492
5/2/2017,3550,3550,3550
5/3/2017,3560,3560,3560
5/4/2017,3560,3560,3560
5/5/2017,3550,3550,3550
5/6/2017,,3558.333333,3558.428917
5/7/2017,,3566.666667,3566.841834
5/8/2017,3575,3575,3575
5/9/2017,3660,3660,3660
5/10/2017,3550,3550,3550
5/11/2017,,3627.5,3627.649337
5/12/2017,3705,3705,3705
5/13/2017,,3670,3669.927318
5/14/2017,,3635,3635.024217
5/15/2017,3600,3600,3600
5/16/2017,3580,3580,3580
5/17/2017,3480,3480,3480
5/18/2017,3360,3360,3360
5/19/2017,3480,3480,3480
5/20/2017,,3530,3529.764316
5/21/2017,,3580,3579.777674
5/22/2017,3630,3630,3630
5/23/2017,3530,3530,3530
5/24/2017,3490,3490,3490
5/25/2017,,3495,3495.385237
5/26/2017,3500,3500,3500
5/27/2017,,3511.666667,3511.143981
5/28/2017,,3523.333333,3521.523209
5/29/2017,3535,3535,3535
5/30/2017,3540,3540,3540
5/31/2017,3520,3520,3520
6/1/2017,,3502.5,3502.535328
6/2/2017,3485,3485,3485
6/3/2017,,3510,3509.972268
6/4/2017,,3535,3534.890381
6/5/2017,3560,3560,3560
6/6/2017,3500,3500,3500
6/7/2017,3530,3530,3530
6/8/2017,3570,3570,3570
6/9/2017,3620,3620,3620
6/10/2017,,3593.333333,3593.287873
6/11/2017,,3566.666667,3566.685361
6/12/2017,3540,3540,3540
6/13/2017,3550,3550,3550
6/14/2017,3540,3540,3540
6/15/2017,3600,3600,3600
6/16/2017,3630,3630,3630
6/17/2017,,3620,3619.974278
6/18/2017,,3610,3609.968146
6/19/2017,3600,3600,3600
6/20/2017,3585,3585,3585
6/21/2017,3620,3620,3620
6/22/2017,3650,3650,3650
6/23/2017,,3652.727273,3652.708506
6/24/2017,,3655.454545,3655.440455
6/25/2017,,3658.181818,3658.172404
6/26/2017,,3660.909091,3660.904353
6/27/2017,,3663.636364,3663.636302
6/28/2017,,3666.363636,3666.368251
6/29/2017,,3669.090909,3669.1002
6/30/2017,,3671.818182,3671.832149
7/1/2017,,3674.545455,3674.564099
7/2/2017,,3677.272727,3677.296048
7/3/2017,3680,3680,3680
7/4/2017,3700,3700,3700
7/5/2017,3710,3710,3710
7/6/2017,3640,3640,3640
7/7/2017,3670,3670,3670
7/8/2017,,3680,3679.34984
7/9/2017,,3690,3688.799786
7/10/2017,3700,3700,3700
7/11/2017,3665,3665,3665
